hash,value
0239cb521d000af8dffd8497605b983497967e682aa067f57ef74ac4c9625f39,1
023e3594f98a60d1915657673739b9693950b4c52de4bfad17c3f49aadd985a4,0
025778714d9a136910144e7f2c98668364cf20bf5eb6b4ed68df996b7e03eab1,0
0264a4061cc71af1fbedc51d5882dfe8d76b3f1e408c211d51a931599b22763c,0
02676233b883172067483835be951cc20a939d05ae436e2d80eb690355e55edf,1
0274f95cc02eef6aff9622142ef6cc38bd5e82dd7fd94f2faac94a3ef64b9c90,0
027cc450ef5f8c5f653329641ec1fed91f694e0d229928963b30f6b0d7d3a745,1
027de615399581ec9268138e120dc330a203b2aab0923652d8d75ebab9e1b41c,0
027df30490bf6faf0be0f1b2208045310c10e11c204a118930ba357f089f5cb4,0
028375cc22b3ed00fffbfb269e541da1ad4d72250fc5ad7dcad76e50d029e4df,1
0284f36fa4b791fb35c73e2eecb061c391dc32e6015b5ca510d39c3878e66191,1
0285bff3409c3d6cbd6625f886ad665269784464fba05ade8350879f85eadc1e,1
028f3aff1bbb9bdc57fd0ed7bff829b12a6f47872655f85e49001624ddb57e94,1
0299150a64cbdf7b7ec5048b5ddab864171910cf4ed9da586a44caa2228be443,1
029e74511e4ad5a9272ad4c73b81bfa0c1e3330f436c81133f280024b406b76c,1
02a48ddaa1ec7e6ab9c1ed87b57972ff936aaab6fadbd8d84a1c76a089f2bd92,0
02a5beb98e1b2376d1596c844cd8fafcf165967690c0848f875aafed6124e1c8,0
02a8891b7a869cba6a212755e5366f4b0a569b04f6b44563cc264555cd825a18,0
02c35350bff70b1616e58095effc46c9a2c7556066fd325380b89fb9b6f6c63f,0
02ccfbea446be7a9ee5a905f07991fd04f056d47077b7685659ee4270d3e5755,0
02cde31a96e32fcfbfd940ccc89234305e224dc8deacb97522d3c8ae1f901acc,0
02db3c6b9aff73bf8a11c41107c836b6c800c919c5d3d1304f336aee03f79f4c,1
02dc4c470f29633d7572733d291c78df83a94463f13d55013969664d7cfc5fc5,1
02ed665075348e78feec817376a849d51405fe4d38ba9d2b48668736bc2e8376,1
02eeb11bad35f81ee9bfc2dd108491a119fbf7c87491f2434ba43b2306cbdf0d,0
02efd1d71dbd467dce1c6ff89896fccd9bf6bb303ff7b5aec22d856a4f2a8862,1
02f5bce93346174b0ca848bc6d255b6674071827873cc833f4bf3d17f209b11a,1
02f7993bebafb615d4fc22b2211823fb93c565523e50995b648772e7e0118bf1,0
02f9501cb01b375e752a9cc4aa5ee084a504944bdc853e1bdfc860dd76e0d198,1
02ff06a08c555f9cf43463d628ee5f35f05f70ef82ff1e3088bcdff8376c0deb,1
03088d3dbf6196b7751cdeb6bf158e34f208f5ad9eda977bb27bcf4a5869d0d5,1
0309fe817f06390d426ca0491783106e03d9886708bab28b60283ebeb2382bdf,0
030d46fb87c8bf54a8f6651149d5197dad5d23f55249301772acd8f468268e91,1
0313b549326585b7e4fa7e98b05790045e88b44daa59cac97c5e7e213f08e77c,0
031b180780449b94b585b425b74bf88ab1c8b50b75b6dea65239998098e21608,0
03200425032e7246493cae751e77c4dc2f2bfdb14cddfea1ab34f051eaaf5290,1
032341313bf16b285111e6982639ed5f75fffdc4e81b1902bf59fb69e591af0a,1
032363aafee60f11556ba9d44ac4a478ef0b392785a835923b5df0fdf139ad3f,0
032f594e26c4a20fc56b06210d294f7134f6c9a51cf30b7125db4683465a6643,1
033ce6f96b137b9d18e2033b847c6718bee3beb197bc2ca2627cb7344f99b989,1
03566a763760a52ed7b677d988ba05dde772058233ae2c68756b8478d90d5737,0
035b1fe6f71a799f27f1dd3f7ade45912d4c286cbf665dbd051b2e50aacd7fcf,0
0364a2a6902247ff06d37d28e63eb0ddf3c4276a47917f2e9827596f52610ed2,1
037aa54e8b22a25569fcb78eea7c9292be0215123022f311fa99f52dd96d1af2,1
037aba0e635434a5009575e50bf4134dc9220fb2af24707ade8d4c1dea43b7c6,0
03870d02acc6e280b035822949dc6cc3b576cbc487497d0f358c3e05d969a23a,1
0388a76f563c4bfe5eb7c22535641b22c8d0540345be9f2e04f3bc41e32c12bb,1
038fb959aebf52787404aa18dab93b01735b30805bc262f7a10ce661be6c9c41,1
0398ca41bb4605af255c2f7520eb5022f047d91ff442ad5b4da9de1b5a6399fe,0
039c142c8a673cdd41c1f8e5dafa53c40240b066de3917d3574c9927e241b546,1
03a79b8f29b2716ff3af74715d071f2bc500516b51a464c4954c4d3c84d12757,1
03b8245709dbd63f7515d46f3b028a70199d612c5e84aa3dab8b44e633bbada7,0
03b96f4ae819ec78ce90d7bf243ea5a185e56dcfbce59447181d6037e44964fc,1
03bf37535365b57967705099da2ad4521058403639a4a2e4382b9e5242982f21,1
03d011581b6107e26bf1a42ef1b331ec57e39972cc63e710f1323dc7a991d470,0
03d140847284ab9c4e48fa5737c122df90ab5aa3da742034c1070375a4d596e3,0
03d24196ef1a3a003f5e45b2036c5d18c031682a6b2556b4e6378338a72dbda9,1
03d2bb03b3258ed5f586e0202cdd11c2f4ae5d8af496bb77bcb9168cc3843b67,1
03da8111585cf0beb0b35f000885e9c9d6b3a7a0d339bbfd7fadbdf15a381f08,1
03e658fe6b8d26a8dac5f1dcb1507d24a86e28615dc64b16ed2e7a7cc0654bca,1
03e72ece4ff9a329f73d64b6e2fa52caa8adeb7f7f24919b5d7f52bc8dfa8fdb,1
03e91c3f502884b1eebe645a884e90153d61c054ed7218c6322a89ef31411d31,1
03eb416a1d4507cbf54f265c7b49c8454bc955462ec8a9ec9ac846a9c740edd6,1
03f0f82ee65b1d89094937aa47e61b45569fd9dfa5bc753f9fb9fe973a5dd7c5,1
03fa4f4d4dae06093153f6e59e62c64006fa7753c3fd07ab6f96b217f500113d,1
03fa5f32e65d12c5742338f7178b300b73073321dc692fd1ca018efaf059b210,1
0415dc23a6da535e699472ca9ec396a1e00b08c46f6a6770be15bbd834a2d7d6,0
0422e7ac4fd53d1e388c965049a090da8db292f0554e9a2524f794029700c32a,1
0424d436007274a5eee2fdca43d5f1f786db563fb94adc425d487ace708c1c6b,1
0429f44f596d7b85acd77c4e0a7363655b7631a5ab011babf4d389e7332912c7,1
042e9274bdb726a42d89a8ce6ae48a170614d2ce96b0e28fe54ab3aa879e92e4,1
04352919e5686b96b158b86e6e7dd9e297668d3cc1285b797f515d7ee4efff6b,1
0440719a18b0675e1269b6d6611e73fc229e60e3139a53853501d6e90cc1896b,1
04443c70d34ded7f17d3a00b0f3f7309291dbcb7957a1c5664aab6c7886b17be,1
04492edcabe8da88bcf88c76e413c86d043981993020f6954103ff6cae5b6a8a,1
0449f5f9ab4d095bf5f35d8e3b73307e87c759b7fd7be17db9d6db900d4ecee1,0
044f76f176c1b2577e2bc4c55d278ead429b02916366defa79eeac61ff3e848b,0
0452a7ada10bdeda0eb905da0549955f9ce8486ff7cf76a51d73f90a90e89aad,1
0455f838e0a03027dca705ea4c1eed0e91975419bbe7101aec37253a242a897e,0
045a310b6e1df5b67a5aa35e276d87f1befaffc5abfc2df1728d9a536dee671b,0
046db6b4b33a841aa72a72188eed8ac335d6e77dc30e7333581cd270e44a6ca9,0
04714ea22102a07b9957f98c400dd92eb0fcdd52e8eec58b61b08d9ae1a97d72,0
047195b0f65c5386cbfbb87c8c2efa5031c75ff19ae2d64d021a64ce07466d17,0
047f2403eb8c417a6d546dd0b79414d023945aeaf7f2208b6452b30f2e160f5f,1
048198972db887b81e8dd97c6e57711e17e5e35b217fd684fef2f80a5a8207a4,1
048a7562397d5a4ae8d1997f19c4f6099d547ad5342eb046495496be09f92af8,0
049c930e35f038764e8bc794a6ef12474468b01457eac80483059ab91775c7ce,1
049d00bf0ffe43ee9bfc9bccb058e1ad6cbc84a2cef2ffe1f56b9ad3d1cfce2d,1
049df3898e293695ecd199349e876bd7fa23b70efe4d284c0e50887098b5bc16,0
04a72cc38cb1007e4207b054fdf00bc5603adfe1d3c83845e72ad3851c003a2e,1
04a7ce768c3a14d0bee2499a4fd494aeda11a752cfd5d183ecb58f107e77b73b,0
04ad133967d2076e4ce4cbd04c058ba7e8e3725fb72102e2b1b5de433f44de33,1
04ae7519d0f0b831997c6205d0bb2c32a789ca6c50322d9fbfbf6bfd571a55bc,1
04b06a0d7f90e3d4d2b06f2d2492a7e901e483e4c8b497b21c8f2780f8a3ee26,1
04b8008663adb0a653af3c7b7dfcdffeaadfc4d67580463cd7cbb929dcae49cc,0
04b94b7cf43c49e24eac8737714371f609bd0c7a3f29b7b1a0e5e623451a4647,0
04d6f5672cd2a674b9009d7d479456dd14bc4c50b3cbc24551a77ab83abe05c6,1
04d71e8af8b5cbec912b82b6ebef7c19c5b888873dfd4609b1e38b2a6c398b2e,1
04f22eeb21d7c44894ef68613cb4cec69de17c8cc5cbc13b00002aded7254337,1
04f2ee7205e967b2d6ecfcee307a3042fe888ad2d8f1a1ee992f4016b749bc31,1
04f7461a227d8ab7713aa9915c9ba5da55dc5634393b4187860c58d83ca8a9c1,0
050685f211158109fb1b17096b3739750e74049fe9057ad3503d96174b42891a,1
051773b27127fc937385c932939c28b71fb6c6ccc5f9bdc0f0aeed64e12dd61b,1
051893573e83256bc2469803ad38e0a1762603cc80e32822e63ab5b4eaf65409,1
051bfa9093417eb312ac1826ad80bc4f30061efbc64b32fee609a129121e4f40,0
051c8af2db49752300e3b3c0586d57fc7fdc623adcc553332953f6697a6d5c86,0
0520257c7032083e0715b38471831b7132fe862c88b00734921779f532d4523b,0
0520547b93f0e9a91f04ec89dad04591f567097915a523ce5bc861f31c8493ec,0
0524b664996a9df1af6516a11a7af7b878f636ebfe35b982fdb35b24990a48a1,0
05250d3f037f294ba9336bbed0b45269c959871cd8b34836526202677b1fb132,0
05254971fe3e1ca448844f8cfcfb2b0de27e48abd45ea2a3df897074a419a3f4,1
0530d18d7c8e3e4f6f9258de5a9ea084b4fd2b133b54dcc8fe867d952f71c0d6,1
05343e5eb0650acb74b0826f2a4a37e40480ecf65fe57e809fb7354cd68e1c2e,1
05404c8407226c064fc2f1cf07bdacfe3a2f8549d5ffa92c577f64babc9f4832,0
054f8aeaa294a802e684aacb548a77b28732abd9d6eacd672ed4c6a476fd2d3e,1
05535d72f3f98c73d9b660625e1b627b1bebbd15d7d4add4ecc492a2b0d67a06,1
055386079fd0ad20d7b7c750feb31b99b0f1bd090130d2c0364cd8e6bd188c6a,1
0556df4dc7b29a699d9c14021360a0bb300fddc97eacb80b419800115a37d9f2,1
056be80b7f9dbe034b558d449e256d1fa0cdcd7b8e9109755a2a69f489f9f7ca,0
0570eca64272d46411ca4d740ad1ad8b6b71d85a2e1d31d6dd70f263733025da,1
0576d3ba1d4ab615dede5ee26812fd576edb1c4070475b7ef141b71d1f63cce3,1
057f4ea12c391a6fb346574383fb2a4feaf692e4bdb8383160b34672fdf239da,1
05828f2ba839fa15bee1ed84af92e6f115b35a57fa52c432dd7363bd0091c653,1
0589f19bd99d8de720def9d1ee4a01395ae09a30d528255de3fcae1299972a03,0
058d448bd4c8d01107dbfe15cc04d8fd999bf6a1a23d4d2d680d58c428041457,1
059748d5133b544d43fd4b97b31a41cf130d60830917738d1c0793996442f550,0
0599c0ba6c4b280212ed3f5f167ee25d2be104e6885bfcae7dfaa6c5367959a9,1
05a8800b05cf0c4293f9dcc297873f36691161746aec7b65e31b0e32c8f0bebb,1
05af0cf40590aef24b28fa04c6b4998b7ab3b7f26e60c507adb84f3d837778f2,1
05b5b0bb3e3777d2cc41ddad050da6a9783924a85a895355f79d1effa6b80be3,1
05bb9a6a901a94d5c14db16c4b11f87a9ddf804379258ec766dcfd0c4dc757f8,1
05c1f772142b914a5761ae612fdd21cb2a5a7c8560f05b4410858024f6f2acc2,1
05c58a763a105b2b2dacd0801cf255660b41dbaccdc858fe8e710182319c69c4,0
05cd23e324a71fce04f7391dfff7074b5e70f28cf069c6c79a4589ed20704f01,1
05db9ddb2fec52f5a82fb156cd454f9af2b13b83461019537c55bd3f4b5dbf3a,1
05e296fbf0ae2e314d3f65d9204a28f150ef160a851d464fb78d0929b80ecf4e,1
05e4a9d8a581a3d9db12e4597def1553b58a33197b31b161d4214b8a2bd443d8,1
05e4be75d46236e0e08a073259dfeb6cb9fc5a095ad3b8a2155f9ce4752b52f9,1
05e949af396f358310fdb86a04bc324c0253dc3ee17735f98241633adccfb4be,1
05f761516ebf6ce71eac8404e00b981bbfafc3d3f3f8cd52a57ffe6abb395b6e,0
05fa3258706357bbb872c9507656ab716934d81d506e35817bfa6197a4a1f0ed,0
05ff215b30167e8fc64fce20b9137f2748974bc53bf7345dfdf00b9d45cc6aa0,0
0603ab9e9dc5a76e493232f85c474f3a7e9eeaa937158916b7df9466dc01106f,1
060efcba65de7490ff5ca35cfbe89669c678d65385eafd5a71f59b07edbbfca4,1
061fab1c4377b0783064023aefbac32e889d13385e94cf9dfefe491edf6ea603,1
062cf3944b0b563efc115688ff8910721db670950acf80c0020351b7d97b48c5,1
06326067496eafd9483ed909b99468fca2e2c40fb0c4d4fd199c72dbedd71369,1
06361c9a89aa0c9e8f8ab725d30727dbec414b31c3c0b334f8cb9aa9ff890eae,1
063cf82cd52acb6a0539a6ff59f72fb5de473293a06c470a92c6d35a151b73e9,1
063fe72b982922a884cc358afc4743b53203e26cf3938a6977ddc5c874b19c1a,1
0646075827d2c41091181024649724dd82b5704cc68d3e11d75923427d68dbb1,1
064b09e3d66483b1c87f73199b39c73148df52d402fa747c3a27a21e1a9c02ae,1
064cd44c5d36826dc6ea94efe49e9f8a7fe4645c0c9a7d9a936b0b615a8b38ec,1
06534984a69e1bc120b9cad6dfd9a1b672002caa1803b2697d6b3838b20b0b47,1
0653546fd78f243d503bce2488adfbcc9ff40c0fb7527b3be5752572caff16e2,0
0657d30c430d1fe41245f22e6d965f33435955b0b4829a084bc83174f72a66f1,1
066454fbcc65628956b360a8744bb0b51345b64e891fcd5755c5f63f1db32342,1
06696fd1be800b690a254c10214aa858c011402062ae40e1bab6a9a87ddc9bf4,0
066b92c5e6df34e93968c587f1bf6d70f90a28a37250495bcae1d7ea55ed5ea3,0
0675c5a6f03fc311e3ad84fc7bf36899a50ab961e0f34c423cc68db95d0b8c9f,0
067a639505be2872d0b3debf36054c01b3688d13fd74acedf4519ac47c45f415,0
067b974ef74259fd4bcf9b2ca3224b0ec5b7da2f465cbd2a7534e6a1bd14844d,1
067f1b8f1e0b2bfe286f5169e17834e8cf7f4266b8d97f28ea78995dc81b0e7b,1
068a66c8f842bae7bc83d80d16ac17e89e09d418d3b53d33ce59a2c67381535b,0
06946fbb929161840b16096bbddd0223ef231784937be0e774b5b695f561ca52,1
0695ae26ae28fbc4b37d67087ba07d24adb0b03ccbe2fd2b436cf82e9c913079,1
06ab23902c8bd853a3d7c1f67adf5fff0f9ddb824be7cd950578d8eff03b65b0,1
06b291da5e2f4f31f6a735e4d43d7a31289653136965a0097dd753554b5a083a,1
06b8067d8576cb8a0695450dd3a0954264127a166ead33f70561409a9a79dc25,1
06b89a8b91f44b527e8ef773d8054260e1189313c3cd113689c9fa9881a58985,1
06c011b6c4ea46c3dbeaea1f21fb8fb1694c59ba016e06d4400e4801345ee469,1
06cab04ec2f82be886f16eed5fcdc5af04b8dbf5095f3471c246436487f34392,1
06ce6a8c846244831682f699cb012041b645a7ea0fcd5c3987cb4ebcf431c956,1
06cee29ad337dcf20c834cb2fc9bb502e33a046aecf370cc304a7b297e272c75,1
06cf33b6b1a2b9065cb2993839604eb1a91986df2f44682d10a28c541b0e3d4d,1
06d2087e4ef0abdca71ebe939149ff9f031846478757f050cf2bbce489610c70,1
06dcd51c6df5a73a4aeda592884d5d2518df4ab27db535a6e5d53090a6d0a974,1
06e0324ff3fe55a39b2fc339b7d32170dd7349f70881e917139a1920e12fde50,1
06f57fa81be17eddbfb6037429e4d27b0f1c204f836ed393062d589f8108b4ed,1
06f809eb6b5a793908fdf7cc3b0dafc24a1ead6ca41d3caddd4ff42a08c1712b,1
06fbbbc992085d6851383435dd9f114b5c58e936d392f7ccd3861a27f8eaa04b,1
0705e1ce81c505205175b6112ab88f4a5ee7a1f0b44542897b00161ad03e8f43,1
0705fad4914b8edd6fd2b6433d24294fcce82036de08243e38ebb5a52f773fce,1
070be6e452d06a07d8a79a401f5db02c1a84bbc8058787b01ea19efe03b7668b,1
071334a336810b0f9ff124002ae82ff296370882817e7bee45a0ca285efb7dc1,1
0723281495716439c27a0747ab344e58073a2205d958ac21171b332d4139d101,1
0723f510d729304fb0b2ede010ee892615b488454747dc70e06f96e0455e3607,0
0726c496197a811600f47763681600e872218602c04a6646c7d7ef67ea1ca48f,1
072dbc79a0f784fc8c697095991066f29423796aa8adf510942298ce9e8631c2,1
0731815dced5fae8112320c3bb4e50b5305242b39921f051e4ede415c3a38fef,1
07329aa698eab067c384b71a2da7fff142c78c30493fadc0484bb71426b2db4d,1
07353edaa72abe957791ef947ecc8796f1e85ac6961ab58884de985926984d59,0
073848980aa2a3c4eb4e0abf9307e9c7f77f3b1c97992cda5fe07afe51db4fb4,1
073940456d40bef54b34445f78a17d1a74f1315fc3606963716a365b80aebe5c,1
073a003d9ad975c07cab13aa644583c462d517a2061929402a033f3bec5f94f9,0
0747a8ec1dc5bfcbcb44673c5692c0cc284cee237122077e8902849c6276e1f9,1
07639cac4ea86aaf761611db7be9d64210b69351b99367d21e00ed5963f0cf3e,1
076795f037421d38291de08f110c7b38eb1e230ab825bc1aa4fb0c78c20d7842,1
076bcfefad3a97e34fe7c364d398f3efdb3dd4a695d44fc6ea05b387987af2f3,0
0774ee18a57ee8a20d7f355f23a6b7f049dd93c251e2cc9af0100e92a3526547,1
077d616aed104ee8bb3cca3fa70e5761adc52ce7db408cdebedc17669004ac94,1
077e80391b0a9f0b29ba39c423e022b42e4acd907849eae2e0e1e4a5998467a4,1
078863e2014c8b07482b0a38059a54586e44bea36de2e8fafafa9aafeed99d5b,0
078c67a8252dfe41570becacfff128cfe41892cadf334f7cc54bf590be251f99,1
078e90940ad051d6055c9fce4a9e0f88cdec29abe6059249afd3f66664afa8e4,0
079b3c0861ad1aecbeb9ce83a465375eed8f4722917f843ec089367654313f31,0
07abd4821499a21b06cb772b460fc66c6d80852279efbeb25f03ab5ca53615fa,1
07b4a5893b4198cabb1296972385b613135f7ee83feb01bbb26198d8c636cbf7,0
07b8dec811f6434dea6914937fbf2b71b93bdae598e1841854c55bc4e3b8c540,0
07d11fe259c8408d145346731984bebe175eb05bd33a50a5b6e6aa038fba120e,1
07d2803931b06ba2fa9c0d9e7e46bcd1cd707ef15b7ce0e58dc0564ee1b7a82f,1
07d34ae6bb632f04345eb39f5b4221f9a7e37145c55350222fcf191778a28d5e,1
07fac9fc0c5a03b25f6af30b2d204b61d68f47a9b19b38f2a3cf947e2417210b,0
080315030e352d6431b0371e396a88481380df9cd569271672ef7372198da401,1
0807e7abc8b8a15f7e8e9a2e69968bcbf1e572c39709c9935d6eb3445e12db07,1
080a382d362b7bc36365a369f6ff5755a38641e021fce3225eeda8e10e54964f,1
080a41c5a6f62e074380095f88cae052482bd23ec70cf7c7602adb4674a9db85,0
0810f78451a2969fec4389b0244dadef454eebc1d3a096d0494b7b47fe429043,0
0818145bd30b1430f83f55ae8f6cf7af76c221442b1e47717e7ce66259c25c17,1
081c19ced5884c12bd43eb2716b1347d8016c0414b5dde140db74d04286f5c5a,1
081ea21225c25158230ef5866986556a53202baace304a59352dd7f7f9851613,1
0820ff6eae47c77debe5bec5a6d68dd45c27ed41da1c2e55bebe10b7c989bdf0,0
082b192c7fb7fc5a3d27999f569d4bb0db16a88cdbdd4b6ec3ab6bdac68eff3f,1
0837d362bdddd62f2ecafa411a7b97715dda386a5cdf7723d686687b9a1c776c,1
083d67b09fc1bed966fd15eeff2abf84549e0ccdca2b71741cfbb17983895dce,1
0840af3939d1c3ab7335e0256a2e8e87f7e325866a664f8d0c41aeefb75d7222,0
0846f6019d7fe774dc75d2f35a88769fdd49f99fad217283287f24c1bb54c45e,1
08479acf8f2104ac92b0232f9bbd58c21c2863a18fcaf6b87340fe3b0e55d702,1
0858e188c9312ee2e4cf3c85ae4ba11dafba30a1dca36ca40a2d2d5f712f07af,1
085fb8238c8e7bf7dfac27a0725366f5091b249ed954e4a41dc2a978ea4f429c,0
