hash,result
04daa0d4c0e8edadac8a89586f258b00.vir,1
04e220f991af34b0df308a00a78a67bc.vir,0
04e389bb5d9518e18de92372f502f3ae.vir,0
04e3ab0eb1d2dacf227c7655c456571c.vir,1
04e4d4dab697e6a0d5bf28355d77b283.vir,0
04ea285f5ced5582972e302120bd038d.vir,1
04ec672bce0c72d8e64f27db6ae00335.vir,0
04edde4cfdc3fd16e0687cc4b6cbd8d6.vir,0
04f0862780c1bcdf93f04c97247c7731.vir,0
04f38377cbfe949d057b2da1df411510.vir,1
04f5ae5815517f60b0cf2d86da3788f8.vir,0
04fdcd230037d55dd29c9aff24c68b16.vir,1
04fe540480954727d261c13c091ea122.vir,0
0500e0f52e7681db84d0f5a3e759ab0e.vir,0
05063abb0642bea1fe385c87896bd3b5.vir,1
050877352054b548a35c2f2635b4c32d.vir,0
05170693289c3f55345f446cdec9f3d4.vir,1
052bedebe8cb32ce34e87f34ca893c5e.vir,0
0539d057ef9eebaf476accad2929f058.vir,0
053bfdf7a065f536f64cc14943e923bf.vir,1
0541fdfc8d38989ba08c3f1a72125a85.vir,1
0545616ad2644dd85f48914b926ac448.vir,1
0558a1012b0eaa9d35a28470d8e3b16b.vir,1
055df0b4da974cb0e17cb093bf5c0bc8.vir,1
0568e64f193fccb9a2b2293509fd9c5d.vir,1
05773621f9c60d318fbe1349a8965afb.vir,0
0577cb0c6337f4e7842a5e0bc4596ace.vir,0
0578eb1c22d2ccda81032d953e51cc71.vir,0
0579e4342c5e0145ba327bf6288c58b4.vir,1
0591e042b8e35d43028addfd5f7d04f7.vir,1
059512bb275403979f830a599aa464be.vir,1
059662e2d4e9644b48c754d7957c7d9d.vir,0
05968f3117d632ce87c8710c743f59d7.vir,0
059b9357c69b14d8ebd1fb93ede01b44.vir,1
059d5ff3c54bdf29e3f2cc676fba2a30.vir,1
05cbe355b43aaa09aaf16891aeec90a7.vir,1
05da9f629364f4e950d7cd58a7566f16.vir,1
05daf1642f351b8cf06d7118e361607a.vir,0
05db17cbf23843f965bb86cc53beed7e.vir,0
05e438077e0b956071232895e7965def.vir,1
05e6672764face12c1c73ced29cd1870.vir,0
05eed3a0653d92c1f392f72cf9c183c0.vir,0
060074e22d15c6e4e0033ba5bae643a0.vir,0
06009aede9c8372390836c5dc2a3d96b.vir,1
0605c47a1498ef5757e4fed9453f183b.vir,1
06081ebb0a2da702326a6e83ffa3a750.vir,1
0609bdf7dd64a5faa5b9e8116bab3480.vir,1
0610baa7b0c17babb6dae8068a1a9c1d.vir,1
061ef3af5d30a988eaae689796e90029.vir,1
062b65316b8d59165910750d6f8e8908.vir,0
062dbd261de2ee2c1802ef907f13c490.vir,1
0636c377ad41c101c903bcbe0cda2ebf.vir,0
06415cfeb10040bbfe3f795516a9e6c2.vir,0
0643c475fdc3f0c7f1befc5841eb9e00.vir,1
0644eeca32c9c39b093d0044123ccb93.vir,1
064c317a21f8614403053841f796fecc.vir,0
0655ac32fee6625232b56535fbd5b8db.vir,0
065641923329a346dcf7cd252afa32ad.vir,0
0659e0dd0cca73f158839ad798453414.vir,0
065a0de7cabfba1a41dd32d4f4eebb85.vir,0
065f4d3fa5d56020212cdd891d0b33f5.vir,1
0660e3403dca37047ac40bbc713b122a.vir,1
066cd2f65c9f28fe33c3b7e966fc7917.vir,1
0680d464e565448c109b2ab6351bc5e9.vir,1
068621005bdf8c213d02dc5a9a0f39a1.vir,1
0693e798bca3ef52bafff0f86fdf87d1.vir,0
069a292310e77e4a68bedf352ff28d9e.vir,0
06a24ccf393c25842d3674e31e6d2e95.vir,1
06a6682eec82b5a41a9652b100741b1e.vir,0
06aad52fa05f376213852982f6dc8739.vir,1
06abe9729b759d396015ad8e55d8acef.vir,1
06b1d5aa0af1c489e54a40d0769c9e82.vir,1
06b810d20ac71b00d09acd42f9c8f5dc.vir,1
06bc44a938618bf6d479006fd637a411.vir,0
06c1e9ae9ff99f2a966ad6052f75b9db.vir,1
06c23741f9aedb4205c2191d32bf8da5.vir,1
06c52d06fece2008ae0d6ef23ab7d7f4.vir,0
06ccb1c04eb7f2841b6d0b7c378b4489.vir,1
06ce3f6ca6547707a07402b08a641a3d.vir,0
06d4b880ee42643f46d59d74f3902ee8.vir,1
06d4d0e8716217c9c9bb7c0c4e0b01ab.vir,1
06d542d2480efb9784b31b35899c3418.vir,0
06d55d174d216ff84973b17aa2fbe6af.vir,0
06d9a5b08f1bdac75c94242499108943.vir,1
06dc67046b1943c60c8e18255a47e3f1.vir,0
06df6aa93acc84836e3babfc1cb27434.vir,0
06e6dd6285ff8d8b2fc3c6d78cd86d3b.vir,1
06e8ce8ffd9f6fc6c83b04ec0e287469.vir,0
06e9190b6b4c5d5d5e671e1a2340b161.vir,0
06f27d7a487e03cdbdd6297c7b046303.vir,1
06f57ec5220bbf347facbde7762d331c.vir,1
06f8421efe5c573db12e87ebac1fc11b.vir,1
0703dc3ffbee6c1875470b530c6a2904.vir,0
0706294e8532c85f18d5828923bf3f7f.vir,1
0709e6e06372f5721f2b1bbdf2d486dd.vir,0
070d1fc4dacb29dc0ceecfef0333218f.vir,0
07129f943f3f64f9e7dd01ace6dc7160.vir,0
07205ad10f490fe8081620831adea5c3.vir,1
0724fd495f4fd70899962855df30058a.vir,1
072541df8868a246d2d310c56fb3737b.vir,1
073041d0b99107a782ac3bb146d49da5.vir,1
0739305f6f38cb769339a72b56c08556.vir,1
07417c414620e25e1061bbbbce1dc77a.vir,1
074d38e15ddcf90daaa4e700489cf701.vir,1
0751695747c06a86b160c34c3bfad995.vir,0
075a9e73227cdd5e49c30a2b2ac0e377.vir,0
075e02f87195237e10d7dcd6ccc18b57.vir,0
07606dd7f37c88e11a56cefed6d272eb.vir,1
076aa4c6dcdb7448b2654125869205e0.vir,1
076ae77b4aa41c1b619e4dbdb5e1303e.vir,1
076f37484616a9651dc630bf66ecb6ac.vir,1
076f4173efec15195f035c9bcbd45ab5.vir,1
07708ce374c349405bdca81ff6f67b01.vir,0
077943ff91047487af1b7f919beb36d9.vir,0
077a9de6ed3ccf63b2842228dc440baf.vir,0
077ed2fa7785e497ab8e35b87f9b2389.vir,0
0785a5ddc913d3dd115cb7427b20efea.vir,0
078b8a1781e82d6b9be80a041de8d4a9.vir,1
078c1c9d43544cba292c3c4df9186076.vir,0
078c35dbc2662c22ecfd471b510ecf77.vir,1
07a14434638af1fc72cec223f779a711.vir,0
07a4e5d88d2354d2d974f7606979b25e.vir,1
07a6075b516c007cee98504fe7b68a8d.vir,1
07b275723ab97f77533438d89f1985fe.vir,0
07b820f2c66bae1181cedc0c32052df8.vir,1
07be83c81577b79915c1e88bf1d39085.vir,1
07c05b4381f824336cfd374556f194aa.vir,0
07c3776ef58ff17431d71a5f0988e4b0.vir,1
07c6d9e1ee04eb68d50b0fc953f382a9.vir,1
07c8313c27fa31e234e5fd44952b7e9b.vir,1
07c9cc0a3000e9f8ed16a13a760ecebc.vir,1
07cf194e4beaab5a69c5494ac8c39adc.vir,1
07d14c6ab6068b895e6730dcd27e8053.vir,1
07d32d0295f46775bb257a6af5177170.vir,1
07d3c6e37cb73f3bff70b54f4133f3ff.vir,1
07dcd0b59ce918286e8d21d3aeee2c55.vir,0
07e3a3fa525024ab4a21c5c654d4fc51.vir,0
07eeddfd20f7f6a665a1b975ae54f441.vir,0
07f132224f1dce27240b7eb5d7d15f87.vir,1
07fac8cac6bd7f08fb396305274b3f10.vir,0
08049b38888acf35d0d7f2992347f688.vir,1
0817500a63466a944ecbad763307fe13.vir,0
0819370b4055a3aad423fe0753b55f04.vir,1
08194e40efb37100b81144e4c0b3c505.vir,1
081eb9663a587a1f4f73e2005a60db40.vir,1
08204074383401abec6d3e298252392f.vir,1
0821513456c13d5f4824f449361d3958.vir,0
08223b4f9d53d0fd419a9c362190cb70.vir,1
08233cb0e8b793a283588447b151952d.vir,0
082501219c1556fb0d58ca6b4a2ca9d3.vir,0
08283fe2f160edfb1849dac789e9db8b.vir,0
082e4ae5299a9811a23c234cd9de0d9b.vir,0
08410f39089ce6e7fb33e7497dd3588d.vir,1
0846a0a73a9396bcb8edae5f4e415afb.vir,1
0848448c8a9c97713c04a85f18f08918.vir,0
085b2db1e3e1848e329bf42bbf204d51.vir,0
0860044deebda222f7a1d638521d64b3.vir,1
08610e9c4014ea1cda79ccfb00055613.vir,1
0866b56b70b2a976f7a36831cb4b95d9.vir,0
087199fc41ea45853b35274ee445a1f0.vir,1
08742400922225780e054d1613b6f401.vir,1
08768a1c1f7c78a95a0851e8af32b3fe.vir,1
087c3823a92fcfb59babb60045be9a38.vir,0
08892872606352db5b716627ebe457b9.vir,0
088fe77324866d66a2701a274d07bf62.vir,0
0896364f7d511916bb11207a648878c6.vir,0
0896abfd044bc0912b2ebe2eab30d11b.vir,1
0899f8b6cce2131d4ff3c6415223c679.vir,1
089c44705b9c330a1361d645b3c98b1b.vir,0
08ad50abd0f77332e7d9f2cb01891a31.vir,1
08b4c03ed62233e28842834de6570796.vir,1
08bc238b76cfa6b350f0220d77abb705.vir,0
08bc5f445cebd0b488c89862367ea63c.vir,0
08bd54df9fbfdc75f04a28f4188d4aa8.vir,1
08c35616977c0651b326f67f2a92ffea.vir,1
08c649b099a8b1ff35d737c53cdb6f8c.vir,0
08d4dbb7dd4cf789f547e388e4b59852.vir,0
08dadeada7c9c23e99a19d885ecec850.vir,1
08df231d99c7e6d507fad21956cbd90e.vir,1
08eacca30dfb6f5b6bec02b9e119af21.vir,0
08eb6a4331e9db528ecdb55786fc1fcc.vir,0
08ec5cb64f4d7d724abd2842f332b707.vir,0
08f145467011ac3094c745459e2ac175.vir,1
08fb13de0ce3c28e4642113e19b2ec4d.vir,1
090c70f6ea38de595ee46d6223fca6f2.vir,1
092665cd1a4c7496b8915565838926d1.vir,1
0927cdd864896e5a1530576328d91640.vir,0
092af70e472e33773591e0684d35c2a8.vir,1
0948f424f48829b74b6b3f14fe30fe70.vir,0
094917d0a6938d60618779a809c58a72.vir,1
0955cc15ba8ceef55e0ed58c6d4de891.vir,1
09610bb8773193b3696ec38f5809ca80.vir,0
09626f179543d54dcb88e5f70d3014f5.vir,0
097449b2adbe90d7ee046925fcb654a4.vir,1
09745d572c0580798e8537a7ad769f93.vir,0
0979f59cae3a2b06a0e748dd30b35909.vir,0
097e0a8f723d9e85e5f414e227c72a91.vir,0
0993f6fd802def2f68b8e1afb9e45b86.vir,1
099f9a1ca61d3c8ab488549741dd3346.vir,1
09a002cac7e1cb903dd175cdda403da8.vir,0
09a03dcbe9a34c294cc124b241a1024d.vir,0
09a93ad2b3737311823480bbe9220af7.vir,1
09af08baf54cb46f79ccf0e6789beda6.vir,1
09b2312ef2f9ce4a011e8056a1fb9803.vir,1
09b4c271f1e815a9a9db4281c80e9470.vir,0
09bc35f3d6497ebf1585c830f7dde639.vir,0
09c1a1e244baa79578482964b85d11d3.vir,0
09c41349c85da866d8dab03054aae124.vir,1
09d1b28be6031f05bedfc5862cb93fe5.vir,1
09d62b1ddeb0ae8f4db0823b37f83f80.vir,0
09d845bc57e4be48c270432324510b4f.vir,0
09de1542f8ccdc1efe89ad38660fdf92.vir,0
09eedb0f684301e314855c7b8e383759.vir,1
0a12fd7d7fb6ea96744902efe43d3195.vir,0
0a1a19fd7cf5303b1d28317d4d986414.vir,1
0a1c8bf0ac3c35812b813cc289c97d45.vir,0
0a20b2fd60832630f8bab0464ba25431.vir,0
0a22d1c4ea6e35a4180482479b0528c5.vir,0
0a26280fef5f37285fc371c7518ccde1.vir,1
0a26371377c230f0c2f5740ace662237.vir,1
0a2a87ed10fdc0b75c8ef3b6ae6eba03.vir,0
0a32cd5315da5e28f4b47e333740ad65.vir,0
0a3ca8ab661049d213f21cd8b7bd95ed.vir,1
0a3cee67c4b137d20f1345345c5ecec1.vir,1
0a3f68a2b76c60b59c033d003d3ecb4c.vir,1
0a42c33d0c04f1e5e457160eff58657d.vir,1
0a4e834cc6061ba0220c34ee256dd41e.vir,0
0a5c9b8352cec79bf128d33294cf4bf8.vir,0
0a625555aa36f2e271efe039a2175038.vir,1
0a6356aaa581cc990c46c2400cba3caa.vir,1
0a6a50675915431e7d9dea974919b4aa.vir,0
0a6cace10f062933bcfe5ff237f362e7.vir,0
0a7dd6252bf366af2223d54830205216.vir,0
0a83f70cd7918f359b9207458a2508ed.vir,0
0a897d283e4015d3939df5f240709b91.vir,1
0a8e921bbed30d267e675dce7a8a1c73.vir,0
0a939e3cd874fe48fe571e3e030f1401.vir,1
0aa09aa12336017ff46f08c1a8d1ef04.vir,1
0aa74d22e472ccb2f4c0252538bb074c.vir,1
0ab0b10a27289f06901c540166ee8392.vir,0
0ab249c3d22efbdd54e4cb12700c5d65.vir,1
0ab5ba004743037fffe094f7371e05f9.vir,1
0acd263744f75fc65e2ec896d5e5a7f7.vir,1
0adc082b4bd5314827fa231fd619b541.vir,0
0adda2b914062f9b00958beab57a0aa7.vir,0
0ade5ede6399a4c9e5d0b9e2cddc4cc9.vir,0
0ae0d67ee145c63c366593238d68d637.vir,1
0ae1483a26376b64f0a09deb6a9a2389.vir,0
0ae26524f66958396134cec3f0a3a125.vir,1
0ae82be00926a39ac237288d5b215030.vir,1
0aea587f9be863e61f0689f83be21ebb.vir,0
0aee5e0d5133659e65bdf87b93c6dba3.vir,1
0af2b682d46f9a062b8ba1af25a198b9.vir,0
0b00cfeaa3dc9813dd457e1182597326.vir,0
0b025a9972e1958da25a32faf3f4ff24.vir,0
0b0620ab91933fc70741831cecf05f5b.vir,1
0b0a3bdbd6c485a7ce039e41d6d8f4c0.vir,1
0b111f777d38bd2e0a04b083223766e7.vir,0
0b188a8c1e947d4eaf1f78dd7820f29c.vir,0
0b24414ad747fac2c694dc3df652ae45.vir,0
0b24fc6e410462ece5f74f9c73c3e7db.vir,0
0b31b408ccad6738caa3670dfe97afa3.vir,0
0b337f137126b406e1361bffbe7e3e91.vir,0
0b3b159141a39ce3e28754984c5d8de9.vir,1
0b3ededddc8ca0f0cd1c47de89f632fc.vir,0
0b3f143c7d078bd20b343c970dd979ca.vir,1
0b4307205408e476347f871538376eec.vir,1
0b5cdf4efe4ec4833509f48641d2dcec.vir,0
0b5fb5760dfcb1571c5fb1131dd4687b.vir,0
0b6029b56342e04a8f39e9fc298131f8.vir,1
0b61822d8428d19750fe3a7e97901765.vir,1
0b66a449f351592ea09e8c5d7f2196d1.vir,1
0b68a964fd930858bc9ae7faffa6e54d.vir,0
0b6a1745c42358bb8078c4687fc78d1a.vir,1
0b80e1cb3e799c5b904fc56400cc5b1f.vir,0
0b82cbc29f3c219b0bd9ffc86fae444c.vir,1
0b83ed52566213a226fe0372701ea164.vir,0
0b9330da9c9e092e3d493f06fd064757.vir,0
0b9431c89da25ff9c2514be655248b02.vir,0
0b98ed5fbe3ede9ef7500000894d7c91.vir,1
0b9abdb1f606393a7fa32a5b376eca1d.vir,1
0ba9c65baed6761c2701d3c27511256b.vir,1
0baa5bd22f28fb1c3d9f26c4dc22a891.vir,1
0bab5ff078f88bc148620cf90e721f6e.vir,0
0bae2bb515186814083ab0b35359c07b.vir,1
0bbad4d1e779cd6543aff60656350b8f.vir,1
0bbcb2c5fa8a80c1af396d4e78c5b2d5.vir,0
0bc130eccd647a11aaa758d143bf4deb.vir,0
0bc93ee1c1b9cdcc87f61e4e5bd68044.vir,0
0bcde8f9b4cb97005f24550d73fe6a70.vir,1
0bd4483402ab7e14f39837335b65a57a.vir,0
0bd81c833c03664120f7d545d79ec722.vir,0
0bda0165c83b66628b68c9a458a225f8.vir,0
0be28ec831611fed12352aaf7710c574.vir,0
0be471c6611f625de1eaaee410db2c11.vir,0
0be95ade94fcd165d4967b8549744121.vir,0
0bf598c1de5474664bda594332f76d2a.vir,1
0bf7181828cc209336078c814afa9bcd.vir,1
0bf934e9922b5c0c70f3aefd6926160d.vir,1
0bfd86be56adf5cb9ea9c73938d93a3c.vir,1
0c0c4413ef679879321b70a6e7711af4.vir,1
0c1b6f1f22ae6c65dcfd667249683641.vir,1
0c2c7225b9580ad4f28713aac829eea5.vir,0
0c325de49870ed5fcde7e1f1fbfbfa9c.vir,1
0c329647a2791b95fc7dcaf1527f535a.vir,0
0c3cb5dee0ea6a9bd161de05c69f369d.vir,0
0c6bd830b0ce3edddc923d3068ca1bb2.vir,1
0c85628cd1d9a3c80e1be398e5cc782e.vir,0
0c8882602e75620221e577a4e52f3758.vir,0
0c8a5f9898a3c2f6edf428d72829b03f.vir,0
0c8fb7d1864d26e7f652f813f8435315.vir,0
0c95239ec769090303805a12bdbe42bc.vir,1
0c973d65884a159205a29eec21215319.vir,0
0c9d57d4fd128be898f75eccf517d245.vir,1
0ca8cd185a1e9e3aa96e1a1d0d1c0f35.vir,0
0caaad89e3676ded2a0688ed8a11ebad.vir,1
0cb14204282096b503ed76bf669c8ebf.vir,0
0cb655f46b44ff2e034de0ee1ca1cbfc.vir,1
0cbbeda7007661d209c91383d2fbe3a8.vir,0
0cbea62f354cb9bea3cbe533f953fba2.vir,1
0ccc0397c8bf2544798b7e4e156a0528.vir,1
0cce7c6b4405cd07c624197e8859fe72.vir,1
